id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
6C6,M,2005,11,88I,27E,88I,F,4,H,92.30769231,6036,4.833333333333333,Y
9F9,M,2007,9,30F,22O,30F,S,5,H,90.38461538,9069,4.666666666666667,Y
3I3,M,2009,7,69O,50B,69O,R,6,H,88.46153846,3093,5,Y
3I2,M,2009,7,4A0,11Z,4A0,R,7,H,86.53846154,3092,5.166666666666667,Y
0G8,M,2007,9,55H,02F,55H,F,8,H,84.61538462,78,4.666666666666667,Y
7B2,M,2005,11,67F,21B,67F,V,9,H,82.69230769,7022,4.666666666666667,Y
5G2,M,2008,8,60P,L83,60P,F,10,H,80.76923077,5072,4.833333333333333,Y
9J3,M,2009,7,98V,83L,98V,S,11,M,78.84615385,9103,2.1666666666666665,Y
46N,M,1999,17,T83,85A,T83,S,12,M,76.92307692,4614,4.833333333333333,Y
0J8,M,2009,7,24V,91S,24V,KK,13,M,75,108,3.3333333333333335,Y
6I2,M,2009,7,Z51,94O,Z51,KK,14,M,73.07692308,6092,2.6666666666666665,Y
25L,M,2000,16,13B,Z00,13B,V,15,M,71.15384615,2512,4.666666666666667,Y
7H9,M,2008,8,0A4,02R,0A4,F,16,M,69.23076923,7089,4.833333333333333,Y
31S,M,2001,15,03H,79B,03H,R,17,M,67.30769231,3119,3,Y
88T,M,2003,13,81E,84G,81E,V,18,M,65.38461538,8820,4.666666666666667,Y
6E6,M,2007,9,42V,02R,42V,HH,19,M,63.46153846,6056,5,Y
17L,M,1999,17,B10,X58,B10,BB,20,M,61.53846154,1712,2.5,Y
49L,M,1999,17,73C,R70,73C,F,21,M,59.61538462,4912,4,Y
22R,M,2001,15,J74,17A,J74,S,22,M,57.69230769,2218,4.666666666666667,Y
93R,M,2001,15,Z82,17A,Z82,S,23,M,55.76923077,9318,5,Y
8D6,M,2006,10,68J,53N,68J,F,24,M,53.84615385,8046,4.5,Y
5I0,M,2009,7,6C5,46Z,6C5,HH,25,M,51.92307692,5090,5,Y
4C3,M,2005,11,K04,07D,K04,F,26,M,50,4033,2.8333333333333335,Y
9D7,M,2006,10,00J,36S,00J,F,27,L,48.07692308,9047,2.8333333333333335,Y
5D1,M,2006,10,R59,15N,R59,F,28,L,46.15384615,5041,3,Y
4H2,M,2008,8,40V,43R,40V,R,29,L,44.23076923,4082,4.833333333333333,Y
1D5,M,2006,10,04O,09K,04O,F,30,L,42.30769231,1045,4.833333333333333,Y
04I,M,1997,19,44B,F26,55A,F,31,L,40.38461538,409,4.833333333333333,Y
6H9,M,2008,8,03Z,31S,03Z,HH,32,L,38.46153846,6089,3,Y
5E4,M,2007,9,98J,72O,98J,V,33,L,36.53846154,5054,3,Y
1E5,M,2006,10,50I,07D,50I,F,34,L,34.61538462,1055,4.333333333333333,Y
39L,M,2000,16,D69,56C,D69,F,35,L,32.69230769,3912,4.833333333333333,Y
8D2,M,2007,9,99J,61B,99J,V,36,L,30.76923077,8042,4,Y
9E6,M,2007,9,32G,12E,32G,V,37,L,28.84615385,9056,5,Y
7J0,M,2009,7,74K,18I,74K,S,38,L,26.92307692,7100,2,Y
5B2,M,2005,11,07L,O15,07L,R,39,L,25,5022,5,Y
8B5,M,2005,11,32G,61B,32G,V,40,L,23.07692308,8025,4.833333333333333,Y
8H2,M,2008,8,91V,43R,91V,R,41,L,21.15384615,8082,4.833333333333333,Y
0J1,M,2009,7,02T,27J,02T,R,42,L,19.23076923,101,4.833333333333333,Y
4J2,M,2009,7,31V,44T,31V,R,43,L,17.30769231,4102,3,Y
84J,M,1999,17,V78,27B,V78,F,44,L,15.38461538,8410,5.5,Y
4I8,M,2009,7,0B5,44T,0B5,R,45,L,13.46153846,4098,4.666666666666667,Y
44T,M,2002,14,95A,88C,95A,R,46,L,11.53846154,4420,2,Y
0H8,M,2009,7,X17,02R,X17,F,47,L,9.615384615,88,4,Y
2J9,M,2009,7,87F,44T,87F,R,48,L,7.692307692,2109,4.833333333333333,Y
5E1,M,2007,9,90D,36S,90D,F,49,L,5.769230769,5051,5.5,Y
6I1,M,2009,7,37P,44T,37P,R,50,L,3.846153846,6091,5,Y
73V,M,2003,13,T83,Z46,T83,S,51,L,1.923076923,7322,2,Y
0G9,M,2008,8,98J,60L,98J,V,52,L,0,79,2,Y
01K,M,1999,17,845,S81,845,V,NA,NA,NA,111,1.8333333333333333,N
0E8,M,2006,10,V36,64K,V36,F,NA,NA,NA,58,1,N
7B3,M,2005,11,81E,12E,81E,V,NA,NA,NA,7023,0.6666666666666666,N
73S,M,2002,14,29B,29F,29B,F,NA,NA,NA,7319,0.6666666666666666,N
3I5,M,2009,7,14Z,17K,14Z,R,NA,NA,NA,3095,1.5,N
17K,M,1998,18,Z15,T16,Z15,F,NA,NA,NA,1711,0.6666666666666666,N
60E,M,1996,20,N12,H90,N12,F,NA,NA,NA,6005,1.5,N
1C2,M,2005,11,56A,20J,56A,F,NA,NA,NA,1032,1.8333333333333333,N
48L,M,1999,17,59A,R70,59A,F,NA,NA,NA,4812,0.16666666666666666,N
