id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
63V,F,2003,7,89C,60E,89C,F,50,L,13.793,6322,4.166666666666667,Y
42L,F,1999,11,J91,I37,J91,F,51,L,12.069,4212,3.1666666666666665,Y
87K,F,1998,12,J91,H87,J91,F,52,L,10.345,8711,4.333333333333333,Y
00J,F,1998,12,I88,S94,I88,F,53,L,8.621,10,4,Y
36Z,F,2004,6,00J,79H,00J,F,54,L,6.897,3626,4.333333333333333,Y
03J,F,1997,13,O69,V79,O69,F,55,L,5.172,310,4.333333333333333,Y
62V,F,2003,7,78A,79H,78A,F,56,L,3.448,6222,4.333333333333333,Y
74S,F,2003,7,78A,86D,78A,F,57,L,1.724,7419,4.333333333333333,Y
29B,F,1993,17,C38,C56,C38,F,58,L,0,2902,4.166666666666667,Y
85B,M,1993,17,O30,J43,O30,S,1,H,100,8502,4,Y
36S,M,2001,9,Z11,Z10,Z11,F,2,H,93.75,3619,4.166666666666667,Y
07D,M,1995,15,L19,K85,L19,R,3,H,90.625,704,3.8333333333333335,Y
43P,M,2001,9,H74,K32,H74,F,4,H,87.5,4316,3.8333333333333335,Y
30C,M,1994,16,953,J19,953,S,5,H,84.375,3003,3.8333333333333335,Y
O34,M,1988,22,D07,NA,D07,R,6,H,81.25,1534,4.333333333333333,Y
96B,M,1994,16,D07,E05,D07,R,7,M,78.125,9602,3.8333333333333335,Y
X58,M,1991,19,I21,647,I21,S,8,M,75,2458,4.333333333333333,Y
04I,M,1997,13,44B,F26,55A,F,9,M,71.875,409,4.333333333333333,Y
25L,M,2000,10,13B,Z00,13B,V,10,M,68.75,2512,4.166666666666667,Y
30L,M,2000,10,L66,Z00,L66,V,11,M,65.625,3012,4.333333333333333,Y
25R,M,2001,9,V44,51A,V44,R,12,M,62.5,2518,4.333333333333333,Y
35V,M,2004,6,N40,25I,N40,R,13,M,59.375,3522,4.333333333333333,Y
29V,M,2003,7,06J,62D,06J,R,14,M,56.25,2922,4.333333333333333,Y
04T,M,2002,8,96G,80B,96G,R,15,M,53.125,420,3.5,Y
33T,M,2002,8,89K,80B,89K,R,17,L,46.875,3320,4.333333333333333,Y
81O,M,2000,10,02A,L83,02A,R,18,L,43.75,8115,4.333333333333333,Y
34P,M,2000,10,79C,51A,79C,F,19,L,40.625,3416,4.333333333333333,Y
43H,M,1997,13,K89,J19,K89,BB,20,L,37.5,4308,3.8333333333333335,Y
29H,M,1997,13,C63,T53,C63,BB,21,L,34.375,2908,3.6666666666666665,Y
80T,M,2003,7,J99,33A,J99,R,22,L,31.25,8020,2.5,N
05I,M,1998,12,G43,J21,G43,F,23,L,28.125,509,4.333333333333333,Y
31S,M,2001,9,03H,79B,03H,R,24,L,25,3119,4.333333333333333,Y
31I,M,1998,12,G68,761,G68,R,25,L,21.875,3109,4.166666666666667,Y
36T,M,2003,7,Z53,03G,Z53,R,26,L,18.75,3620,2.5,N
60E,M,1996,14,N12,H90,N12,F,27,L,15.625,6005,4.333333333333333,Y
84J,M,1999,11,V78,27B,V78,F,28,L,12.5,8410,4.333333333333333,Y
96T,M,2003,7,15E,85E,15E,V,29,L,9.375,9620,4.166666666666667,Y
99V,M,2004,6,X83,25I,X83,R,30,L,6.25,9922,1.5,N
T53,M,1990,20,I56,C78,I56,S,32,L,0,2053,4.333333333333333,Y
