agonism_winner,Winner_group_tenure,agonism_loser,Loser_group_tenure,agonism_type,date,observer,winner_sex,loser_sex,focal_individual,data_source
43F,12,04N,12,avoid,2020-09-28,JN,Female,Female,NA,adlib.observation
5C0,12,04N,12,displace,2020-08-25,JN,Female,Female,NA,adlib.observation
8N7,12,04N,12,contactagg,2020-04-02,JN,Female,Female,NA,adlib.observation
8P3,12,04N,12,submit/threat,2020-04-18,JN,Female,Female,NA,adlib.observation
8P8,12,04N,12,displace,2020-07-08,JN,Female,Female,NA,adlib.observation
0I6,12,0A4,12,avoid,2020-06-20,JN,Female,Female,NA,adlib.observation
3E2,12,0A4,12,avoid,2020-09-09,JN,Female,Female,NA,adlib.observation
43J,12,0A4,12,avoid,2020-12-09,JN,Female,Female,NA,adlib.observation
8P3,12,0A4,12,displace,2020-12-05,JN,Female,Female,NA,adlib.observation
98T,12,0A4,12,avoid,2020-09-24,JN,Female,Female,NA,adlib.observation
9N3,12,0A4,12,displace,2020-02-06,JN,Female,Female,NA,adlib.observation
0K7,12,0A9,12,avoid,2020-04-30,JN,Female,Female,NA,adlib.observation
4C2,12,0A9,12,noncontactagg,2020-02-24,JN,Female,Female,NA,adlib.observation
4C2,12,0A9,12,submit/threat,2020-06-20,JN,Female,Female,NA,adlib.observation
5Q8,12,0A9,12,avoid,2020-05-27,JN,Female,Female,NA,adlib.observation
63V,12,0A9,12,avoid,2020-09-25,JN,Female,Female,NA,adlib.observation
43F,12,0G5,12,feargrm,2020-01-29,JN,Female,Female,NA,adlib.observation
43F,12,0G5,12,submit/threat,2020-03-04,JN,Female,Female,NA,adlib.observation
5C0,12,0I5,12,avoid,2020-08-25,JN,Female,Female,NA,adlib.observation
5K3,12,0I5,12,avoid,2020-04-24,JN,Female,Female,NA,adlib.observation
6C0,12,0I5,12,avoid,2020-05-27,JN,Female,Female,NA,adlib.observation
8J8,12,0I5,12,displace,2020-07-08,JN,Female,Female,NA,adlib.observation
8N1,12,0I5,12,feargrm,2020-02-17,JN,Female,Female,NA,adlib.observation
8P8,12,0I5,12,displace,2020-04-08,JN,Female,Female,NA,adlib.observation
98T,12,0I5,12,displace,2020-06-09,JN,Female,Female,NA,adlib.observation
98T,12,0I5,12,avoid,2020-09-09,JN,Female,Female,NA,adlib.observation
9N1,12,0I5,12,avoid,2020-08-25,JN,Female,Female,NA,adlib.observation
2L8,12,0I6,12,avoid,2020-08-07,JN,Female,Female,NA,adlib.observation
5C0,12,0I6,12,submit/threat,2020-02-18,JN,Female,Female,NA,adlib.observation
6Q2,12,0I6,12,displace,2020-01-28,JN,Female,Female,NA,adlib.observation
9A4,12,0I6,12,avoid,2020-07-20,JN,Female,Female,NA,adlib.observation
2J8,12,0K2,12,displace,2020-02-06,JN,Female,Female,NA,adlib.observation
2L8,12,0K2,12,submit/threat,2020-07-14,JN,Female,Female,NA,adlib.observation
3E2,12,0K2,12,noncontactagg,2020-08-19,JN,Female,Female,NA,adlib.observation
79Z,12,0K2,12,submit/threat,2020-05-07,JN,Female,Female,NA,adlib.observation
8J8,12,0K2,12,displace,2020-07-23,JN,Female,Female,NA,adlib.observation
8N7,12,0K2,12,submit/threat,2020-11-06,JN,Female,Female,NA,adlib.observation
9M4,12,0K2,12,contactagg,2020-04-30,JN,Female,Female,NA,adlib.observation
9N1,12,0K2,12,noncontactagg,2020-10-08,JN,Female,Female,NA,adlib.observation
9N1,12,0K2,12,submit/threat,2020-08-25,JN,Female,Female,NA,adlib.observation
04N,12,0K7,12,avoid,2020-05-15,JN,Female,Female,NA,adlib.observation
0I6,12,0K7,12,avoid,2020-03-05,JN,Female,Female,NA,adlib.observation
59A,12,0K7,12,submit/threat,2020-07-26,JN,Female,Female,NA,adlib.observation
64P,12,0K7,12,displace,2020-09-09,JN,Female,Female,NA,adlib.observation
6Q4,12,0K7,12,submit/threat,2020-05-18,JN,Female,Female,NA,adlib.observation
8P9,12,0K7,12,avoid,2020-08-28,JN,Female,Female,NA,adlib.observation
9M4,12,0K7,12,avoid,2020-09-05,JN,Female,Female,NA,adlib.observation
9M6,12,0K7,12,avoid,2020-07-23,JN,Female,Female,NA,adlib.observation
9N1,12,0K7,12,avoid,2020-04-08,JN,Female,Female,NA,adlib.observation
9N1,12,0K7,12,submit/threat,2020-09-15,JN,Female,Female,NA,adlib.observation
0I6,12,0S8,12,avoid,2020-03-04,JN,Female,Female,NA,adlib.observation
43F,12,0S8,12,submit/threat,2020-09-23,JN,Female,Female,NA,adlib.observation
7D8,12,0S8,12,displace,2020-05-18,JN,Female,Female,NA,adlib.observation
8N7,12,0S8,12,avoid,2020-11-07,JN,Female,Female,NA,adlib.observation
0A4,12,1A3,12,displace,2020-04-30,JN,Female,Female,NA,adlib.observation
0I5,12,1A3,12,displace,2020-12-03,MP,Female,Female,NA,adlib.observation
82L,12,1A3,12,avoid,2020-03-04,JN,Female,Female,NA,adlib.observation
8J8,12,1A3,12,displace,2020-04-30,JN,Female,Female,NA,adlib.observation
8J8,12,1A3,12,avoid,2020-08-31,JN,Female,Female,NA,adlib.observation
8N1,12,1A3,12,avoid,2020-09-09,JN,Female,Female,NA,adlib.observation
1A3,12,1H6,12,displace,2020-04-30,JN,Female,Female,NA,adlib.observation
1J7,12,1H6,12,displace,2020-09-24,JN,Female,Female,NA,adlib.observation
36Z,12,1H6,12,avoid,2020-03-05,JN,Female,Female,NA,adlib.observation
5K3,12,1H6,12,avoid,2020-06-30,JN,Female,Female,NA,adlib.observation
5K7,12,1H6,12,contactagg,2020-08-07,JN,Female,Female,NA,adlib.observation
04N,12,1J7,12,submit/threat,2020-08-28,JN,Female,Female,NA,adlib.observation
2L8,12,1J7,12,submit/threat,2020-03-25,JN,Female,Female,NA,adlib.observation
43F,12,1J7,12,submit/threat,2020-05-06,JN,Female,Female,NA,adlib.observation
43F,12,1J7,12,avoid,2020-09-24,JN,Female,Female,NA,adlib.observation
43J,12,1J7,12,avoid,2020-05-06,JN,Female,Female,NA,adlib.observation
5K7,12,1J7,12,displace,2020-11-07,JN,Female,Female,NA,adlib.observation
6C0,12,1J7,12,avoid,2020-07-14,JN,Female,Female,NA,adlib.observation
6O0,12,1J7,12,submit/threat,2020-07-08,JN,Female,Female,NA,adlib.observation
6Q2,12,1J7,12,submit/threat,2020-04-30,JN,Female,Female,NA,adlib.observation
79Z,12,1J7,12,avoid,2020-04-18,JN,Female,Female,NA,adlib.observation
8P8,12,1J7,12,displace,2020-11-07,JN,Female,Female,NA,adlib.observation
8P8,12,1J7,12,avoid,2020-10-08,JN,Female,Female,NA,adlib.observation
9D8,12,1J7,12,submit/threat,2020-09-24,JN,Female,Female,NA,adlib.observation
9M6,12,1J7,12,submit/threat,2020-02-06,JN,Female,Female,NA,adlib.observation
9M6,12,1J7,12,displace,2020-07-08,JN,Female,Female,NA,adlib.observation
9N1,12,1J7,12,avoid,2020-03-05,JN,Female,Female,NA,adlib.observation
9N1,12,1J7,12,submit/threat,2020-08-16,JN,Female,Female,NA,adlib.observation
9N3,12,1J7,12,noncontactagg,2020-02-07,JN,Female,Female,NA,adlib.observation
0I6,12,1L4,12,displace,2020-09-23,JN,Female,Female,NA,adlib.observation
2L8,12,1L4,12,avoid,2020-03-04,JN,Female,Female,NA,adlib.observation
2L8,12,1L4,12,displace,2020-05-07,JN,Female,Female,NA,adlib.observation
5C0,12,1L4,12,avoid,2020-04-08,JN,Female,Female,NA,adlib.observation
5K3,12,1L4,12,avoid,2020-02-27,MP,Female,Female,NA,adlib.observation
5Q8,12,1L4,12,displace,2020-08-13,JN,Female,Female,NA,adlib.observation
6C0,12,1L4,12,submit/threat,2020-09-23,JN,Female,Female,NA,adlib.observation
7D8,12,1L4,12,displace,2020-08-06,JN,Female,Female,NA,adlib.observation
8J6,12,1L4,12,displace,2020-08-16,JN,Female,Female,NA,adlib.observation
8J8,12,1L4,12,avoid,2020-11-06,JN,Female,Female,NA,adlib.observation
8J8,12,1L4,12,submit/threat,2020-09-18,JN,Female,Female,NA,adlib.observation
8N1,12,1L4,12,submit/threat,2020-05-18,JN,Female,Female,NA,adlib.observation
8N1,12,1L4,12,noncontactagg,2020-02-06,JN,Female,Female,NA,adlib.observation
8N7,12,1L4,12,submit/threat,2020-09-05,JN,Female,Female,NA,adlib.observation
98T,12,1L4,12,displace,2020-06-20,JN,Female,Female,NA,adlib.observation
9N1,12,1L4,12,avoid,2020-04-18,JN,Female,Female,NA,adlib.observation
1A3,12,1L5,12,displace,2020-12-03,MP,Female,Female,NA,adlib.observation
63V,12,1L5,12,submit/threat,2020-08-06,JN,Female,Female,NA,adlib.observation
8J6,12,1L5,12,avoid,2020-05-27,JN,Female,Female,NA,adlib.observation
8P9,12,1L5,12,avoid,2020-09-05,JN,Female,Female,NA,adlib.observation
2L8,12,1S9,12,avoid,2020-08-28,JN,Female,Female,NA,adlib.observation
5K7,12,1S9,12,displace,2020-06-09,JN,Female,Female,NA,adlib.observation
6O0,12,1S9,12,avoid,2020-11-07,JN,Female,Female,NA,adlib.observation
6O0,12,1S9,12,displace,2020-08-28,JN,Female,Female,NA,adlib.observation
6O1,12,1S9,12,contactagg,2020-06-09,JN,Female,Female,NA,adlib.observation
8P8,12,1S9,12,avoid,2020-05-21,JN,Female,Female,NA,adlib.observation
8P9,12,1S9,12,submit/threat,2020-06-09,JN,Female,Female,NA,adlib.observation
2J2,12,29Z,12,noncontactagg,2020-06-30,JN,Female,Female,NA,adlib.observation
36Z,12,29Z,12,avoid,2020-12-03,MP,Female,Female,NA,adlib.observation
8F3,12,29Z,12,avoid,2020-07-14,JN,Female,Female,NA,adlib.observation
1L4,12,2A2,12,displace,2020-12-03,MP,Female,Female,NA,adlib.observation
7J8,12,2A2,12,displace,2020-12-03,MP,Female,Female,NA,adlib.observation
50I,12,2A5,12,noncontactagg,2020-05-15,JN,Female,Female,NA,adlib.observation
52P,12,2A5,12,displace,2020-04-08,JN,Female,Female,NA,adlib.observation
6O1,12,2A5,12,avoid,2020-05-18,JN,Female,Female,NA,adlib.observation
9N3,12,2A5,12,submit/threat,2020-05-18,JN,Female,Female,NA,adlib.observation
1L4,12,2A7,12,noncontactagg,2020-04-18,JN,Female,Female,NA,adlib.observation
2L8,12,2A7,12,displace,2020-12-03,MP,Female,Female,NA,adlib.observation
3E2,12,2A7,12,displace,2020-08-07,JN,Female,Female,NA,adlib.observation
43F,12,2A7,12,contactagg,2020-03-20,JN,Female,Female,NA,adlib.observation
43J,12,2A7,12,avoid,2020-05-18,JN,Female,Female,NA,adlib.observation
6Q2,12,2A7,12,contactagg,2020-02-27,MP,Female,Female,NA,adlib.observation
8N7,12,2A7,12,avoid,2020-04-21,JN,Female,Female,NA,adlib.observation
8P3,12,2A7,12,contactagg,2020-02-28,JN,Female,Female,NA,adlib.observation
8P9,12,2A7,12,feargrm,2020-09-24,JN,Female,Female,NA,adlib.observation
0A4,12,2H3,12,submit/threat,2020-05-21,JN,Female,Female,NA,adlib.observation
0G5,12,2H3,12,feargrm,2020-04-18,JN,Female,Female,NA,adlib.observation
2A7,12,2H3,12,noncontactagg,2020-08-07,JN,Female,Female,NA,adlib.observation
55V,12,2H3,12,avoid,2020-06-17,JN,Female,Female,NA,adlib.observation
6O0,12,2H3,12,contactagg,2020-12-03,MP,Female,Female,NA,adlib.observation
6O1,12,2H3,12,noncontactagg,2020-04-18,JN,Female,Female,NA,adlib.observation
6O1,12,2H3,12,avoid,2020-05-07,JN,Female,Female,NA,adlib.observation
6Q2,12,2H3,12,avoid,2020-07-23,JN,Female,Female,NA,adlib.observation
6Q4,12,2H3,12,avoid,2020-05-07,JN,Female,Female,NA,adlib.observation
6Q4,12,2H3,12,avoid,2020-07-20,JN,Female,Female,NA,adlib.observation
8J8,12,2H3,12,avoid,2020-09-05,JN,Female,Female,NA,adlib.observation
9M6,12,2H3,12,submit/threat,2020-02-28,JN,Female,Female,NA,adlib.observation
9M6,12,2H3,12,displace,2020-07-23,JN,Female,Female,NA,adlib.observation
0G5,12,2J8,12,displace,2020-04-03,MP,Female,Female,NA,adlib.observation
8P8,12,2J8,12,displace,2020-11-07,JN,Female,Female,NA,adlib.observation
2A2,12,2L5,12,submit/threat,2020-04-30,JN,Female,Female,NA,adlib.observation
63V,12,2L5,12,avoid,2020-06-20,JN,Female,Female,NA,adlib.observation
43F,12,2L8,12,noncontactagg,2020-04-21,JN,Female,Female,NA,adlib.observation
